"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","mana","moves","armor class","strength","dexterity","intelligence","wisdom","constitution","Bit affects",","Other"
"","Stone Fountain",0,2100,2111,"in room: Triasel Fountain","----------------------",1,0,"stone","(none)","drink container",0,9999,"water","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal",1,2153,2153,"in room: Chapel Crypt","-------g--------------",1,0,"unknown","(none)","portal to The Crimson Void",0,1000,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll identify",10,2157,2157,"on Soth the mage","--------------------#-",1,5000,"unknown","(take)","scroll",20,0,"identify","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll sanctuary",10,2158,2157,"on Soth the mage","--------------------#-",1,11000,"unknown","(take)","scroll",40,0,"sanctuary","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll poison imminity",10,2159,2157,"on Soth the mage","--------------------#-",1,9000,"unknown","(take)","scroll",30,0,"poison immunity","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll bag",0,2160,2157,"on Soth the mage","--------------------#-",1,10000,"unknown","(take)","container",0,"10lbs, 3 max (6% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wand lightning",15,2161,2157,"on Soth the mage","-------g------------#-",1,60000,"unknown","(hold)","wand",20,20,"quantum spike","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wand fire",15,2162,2157,"on Soth the mage","--------------------#-",1,60000,"unknown","(hold)","wand",20,20,"fireball","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","oak wand ice",15,2163,2157,"on Soth the mage","--------------------#-",1,60000,"unknown","(hold)","wand",20,5,"chill shield","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","short mage cap",10,2164,2157,"on Soth the mage","--------------------#-",2,40000,"unknown","(head)","armor","5/5/5/0",0,"","+10man,+3int,+3wis",0,0,0,10,0,0,0,0,3,3,0,"",,""
"","leather armor",10,2118,2161,"on Denis","--------------------#-",4,7,"leather","(torso)","armor","2/2/2/1",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather leggings",10,2119,2161,"on Denis","--------------------#-",7,2,"leather","(legs)","armor","3/3/3/2",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather gloves",10,2120,2161,"on Denis","--------------------#-",4,7,"unknown","(hands)","armor","2/2/2/1",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leather backpack",0,2121,2161,"on Denis","--------------------#-",1,12,"leather","(body)","container",0,"100lbs, 0 max (100% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","grass laying sword",100,2169,2167,"in room: An Endless Field","------------------B---",0,0,"Ethereal Steel","(wield)","weapon(blast)","21d12",0,"poison","+5hit,+8dam,+200mov",5,8,0,0,200,0,0,0,0,0,0,"",,""
"","Exotic Fruit",1,1201,2167,"in room: An Endless Field","----------------------",1,1000,"unknown","(take)","food",30,50,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Couch",0,2102,2169,"in room: The Chillout","----------------------",1,0,"velvet","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ice leggings",60,2107,2173,"on an ice guard","----------------------",61,56,"ice","(legs)","armor","22/22/22/21",0,"","+4hit,+4dam,+20hp",4,4,20,0,0,0,0,0,0,0,0,"",,""
"","ice guard chestpiece",60,2108,2173,"on an ice guard","----------------------",61,56,"unknown","(torso)","armor","22/22/22/21",0,"","+4hit,+4dam,+20hp",4,4,20,0,0,0,0,0,0,0,0,"",,""
"","iceguard armplates",60,2109,2173,"on an ice guard","----------------------",61,56,"ice","(arms)","armor","22/22/22/21",0,"","+4hit,+4dam,+20hp",4,4,20,0,0,0,0,0,0,0,0,"",,""
"","ice guard ring",60,2110,2173,"on an ice guard","----------------------",61,56,"ice","(finger)","armor","22/22/22/21",0,"","+4hit,+4dam,+20hp",4,4,20,0,0,0,0,0,0,0,0,"",,""
"","morgans floating orb",65,2181,2181,"on the Statue of Morgan","------------------B---",1,0,"unknown","(float)","container",0,"300lbs, 15 max (50% bulk),"close ","+4hit,+4dam,+10hp",4,4,10,0,0,0,0,0,0,0,0,"",,""
"","studded armor rogues",85,2188,2190,"on {gM{Gorphide{gx {xthe {rR{Rogue{B","G-----R---------------",67,70,"unknown","(torso)","armor","30/30/30/35",0,"","+6hit,+9dam,+50hp,-10man",6,9,50,-10,0,0,0,0,0,0,0,"",,""
"","crimson lined cloak",85,2165,2190,"on {gM{Gorphide{gx {xthe {rR{Rogue{B","G-----R-----------B---",41,200000,"crimson","(neck)","armor","15/15/15/14",0,"","+7hit,+8dam,+50hp,-10man",7,8,50,-10,0,0,0,0,0,0,0,"",,""
"","studded leggings of rogues",85,2189,2190,"on {gM{Gorphide{gx {xthe {rR{Rogue{B","G-----R---------------",1,0,"unknown","(legs)","trash",0,0,"","+10hit,+5dam,-120man,+150mov",10,5,0,-120,150,0,0,0,0,0,0,"",,""
"","dagger morphidex",0,2123,2190,"on {gM{Gorphide{gx {xthe {rR{Rogue{B","----M-----------------",0,150000,"unknown","(wield)","weapon(stab)","6d10",0,"flaming","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal triasel",0,7820,7820,"on danny","-------g------------#-",1,20000,"unknown","(take)","portal to The Travel Shop",0,1,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Traveling Canteen",0,7824,7820,"on danny","--------------------#-",1,5000,"unknown","(take)","drink container",0,500,"water","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","A Small Cot",0,7823,7820,"on danny","--------------------#-",10,20000,"unknown","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Packaged Rations",0,7822,7820,"on danny","--------------------#-",1,500,"unknown","(take)","food",20,20,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","A Traveling Pack",0,7821,7820,"on danny","--------------------#-",1,10000,"unknown","(hold)","container",0,"20lbs, 75 max (10% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Cherry Wood Desk",0,7848,7848,"in room: Mayors Office","----------------------",1,0,"unknown","(none)","container",0,"100lbs, 100 max (100% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fireplace",0,7862,7860,"in room: Reagens Cabin.","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","icecream",0,7863,7863,"on the icecream man","--------------------#-",1,50,"unknown","(hold)","food",10,10,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cyan portal",0,7866,7866,"in room: ","-------g--------------",1,0,"unknown","(none)","portal to The Winter Plains",0,1000,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","quest box.",0,7900,7877,"in room: ","----------------L-----",1,0,"unknown","(none)","container",3121,"0lbs, 100 max (0% bulk),"close nopick closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crimson plated belt",10,7970,7970,"on Gilpha of Crimson","--------------------#-",64,80000,"unknown","(waist)","armor","15/16/18/15",0,"","+3hit,+4dam,+15hp",3,4,15,0,0,0,0,0,0,0,0,"",,""
"","crimson plated scroll",10,7971,7970,"on Gilpha of Crimson","--------------------#-",1,40000,"unknown","(take)","scroll",40,0,"sanctuary,armor,stone skin,shield","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crimson spear",10,7973,7970,"on Gilpha of Crimson","--------------------#-",1,100000,"unknown","(wield)","weapon(thrust)","6d9",0,"two-handed","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crimson crown",10,7972,7970,"on Gilpha of Crimson","--------------------#-",66,100000,"unknown","(head)","armor","24/24/24/23",0,"","+5hit,+5dam,+15hp,-20mov",5,5,15,0,-20,0,0,0,0,0,0,"",,""
"","chair silver",0,4253,4223,"in room: The High Council's Chamber","----------------------",1,0,"silver","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","chair gold",0,4254,4223,"in room: The High Council's Chamber","----------------------",1,0,"gold","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","table",0,4252,4223,"in room: The High Council's Chamber","----------------------",1,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","desk granite",0,4255,4225,"in room: Mentieth's Study","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","recall potion",5,4219,4272,"on an old man","--------------------#-",1,2000,"glass","(take)","potion",40,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure light wounds",5,4220,4272,"on an old man","--------------------#-",1,7500,"glass","(take)","potion",40,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle potion intangibility",5,4221,4272,"on an old man","-------g------------#-",0,4000,"glass","(take)","potion",40,0,"pass door","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion resist monk",5,4224,4272,"on an old man","--------------------#-",1,35000,"unknown","(take)","potion",40,0,"resist poison,fly","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","polymorph",5,4227,4272,"on an old man","--------------------#-",1,3000,"unknown","(take)","potion",40,0,"polymorph","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pastry",0,4202,4274,"on Dough Boy the Baker!","--------------------#-",1,500,"pastry","(take)","food",24,24,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","lembas wafer",5,4203,4274,"on Dough Boy the Baker!","--------------------#-",1,400,"unknown","(take)","pill",100,0,"refresh","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ale",0,4212,4275,"on hagar the barkeep","--------------------#-",1,200,"unknown","(take)","drink container",0,2,"ale","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dwarven spirits",0,4213,4275,"on hagar the barkeep","--------------------#-",1,200,"unknown","(take)","drink container",0,2,"local specialty","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wine red",0,4214,4275,"on hagar the barkeep","--------------------#-",1,200,"unknown","(take)","drink container",0,2,"red wine","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pretzels",0,4215,4275,"on hagar the barkeep","--------------------#-",1,100,"unknown","(take)","food",2,2,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","peanuts",0,4216,4275,"on hagar the barkeep","--------------------#-",1,100,"unknown","(take)","food",2,2,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Nirroth Dagger",40,4230,4275,"on A local bard","----------------------",10,2510,"Stainless Steel","(wield)","weapon(pierce)","5d8",0,"sharp","+1hit,+3dam",1,3,0,0,0,0,0,0,0,0,0,"",,""
"","war hammer",40,4229,4275,"on A local bard","----------------------",8,2510,"steel","(wield)","weapon(crush)","5d8",0,"none","+3hit,+3dam,+1str",3,3,0,0,0,0,1,0,0,0,0,"",,""
"","Nirroth Dagger",10,4230,4276,"on the blacksmith","--------------------#-",10,2510,"Stainless Steel","(wield)","weapon(pierce)","5d8",0,"sharp","+1hit,+3dam",1,3,0,0,0,0,0,0,0,0,0,"",,""
"","war hammer",10,4229,4276,"on the blacksmith","--------------------#-",8,2510,"steel","(wield)","weapon(crush)","5d8",0,"none","+3hit,+3dam,+1str",3,3,0,0,0,0,1,0,0,0,0,"",,""
"","backpack pack",0,4210,4279,"on santa claus","-----DR-----------B-#-",1,23000,"leather","(take)","container",0,"150lbs, 15 max (100% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","skin water",0,4211,4279,"on santa claus","--------------------#-",1,1000,"hide","(take)","drink container",0,20,"water","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fountain",0,4207,4284,"in room: A Park","----------------------",1,0,"unknown","(none)","portal to Nirroth's Underground",3,0,"3","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal sanaria",0,4217,4286,"in room: The Portal Room","-------g--------------",1,0,"obsidian","(none)","portal to Sanaria City Park",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","statue monument soma",0,4205,4287,"in room: A Monument to Soma","----------------------",1,0,"unknown","(none)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","picture brittany spears",0,4206,4291,"in room: Nirroth's Underground","----------------------",1,0,"unknown","(none)","portal to Town Square",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","chair recliner",0,4209,4292,"in room: Damian's Scandalous Getaway","----------------------",1,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","afgar desk",0,4226,4293,"in room: Afgar's Fortress","----------------------",1,0,"steel","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","table small",0,4249,4294,"in room: The Common Room of the Coffee House","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","coffee black",0,4246,4294,"on a Serving Woman","--------------------#-",1,400,"ceramic","(take)","drink container",0,4,"coffee","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","creamer",0,4247,4294,"on a Serving Woman","--------------------#-",1,100,"unknown","(take)","drink container",0,1,"milk","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","capuccino",0,4248,4294,"on a Serving Woman","--------------------#-",1,600,"unknown","(take)","drink container",0,4,"coffee","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","statue dragon",0,4232,4300,"in room: {cT{Cryna{c'{Cs {yH{Yord{x","----------------------",1,0,"unknown","(none)","portal to Town Square",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","jacuzzi",0,4234,4302,"in room: The Bathroom","----------------------",1,0,"unknown","(none)","portal to Market Square",0,0,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","table large",0,4250,4330,"in room: The Meeting Room","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bread loaf white",0,4235,4336,"on a Master Baker","--------------------#-",1,20,"bread","(take)","food",24,10,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bread loaf wheat",0,4236,4336,"on a Master Baker","--------------------#-",1,20,"bread","(take)","food",24,10,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","boots leather",10,4237,4337,"on a Master Cobbler","--------------------#-",31,2000,"unknown","(feet)","armor","11/11/11/10",0,"","+1hit,+30mov",1,0,0,0,30,0,0,0,0,0,0,"",,""
"","candle small Nirroth",0,4238,4338,"on the Candlestick Maker","--------------------#-",1,4,"wax","(hold)","light",0,10,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","candle large Nirroth",0,4239,4338,"on the Candlestick Maker","--------------------#-",1,20,"wax","(hold)","light",0,20,"(limited)","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","candelabra death",10,4240,4338,"on the Candlestick Maker","--------------------#-",31,1890,"brass","(wield)","weapon(pound)","4d10",0,"none","+2hit,+2dam",2,2,0,0,0,0,0,0,0,0,0,"",,""
"","steak beef",0,4241,4339,"on a Butcher","--------------------#-",1,50,"beef","(take)","food",36,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","lamb leg",0,4242,4339,"on a Butcher","--------------------#-",1,50,"unknown","(take)","food",36,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book tome large",0,4257,4340,"in room: Nirroth Hall of Records","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mace",65,9108,9108,"on Elite Dwarven Defender","----------------------",51,2830,"Mithril","(wield)","weapon(crush)","6d10",0,"two-handed","+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Absinthe",0,9101,9130,"on Belvar Stoneskin","--------------------#-",1,10000,"unknown","(hold)","drink container",0,80,"absinthe","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Belvar's Mix",0,9102,9130,"on Belvar Stoneskin","--------------------#-",1,5000,"unknown","(hold)","drink container",0,70,"local specialty","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Geneva gin",0,9100,9130,"on Belvar Stoneskin","--------------------#-",1,5000,"unknown","(hold)","drink container",0,70,"rum","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Beer",0,9130,9130,"on Belvar Stoneskin","--------------------#-",1,1000,"unknown","(hold)","drink container",0,50,"beer","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Helm",10,9120,9131,"on Agnar","--------------------#-",21,20000,"Mithril","(head)","armor","8/8/8/7",0,"","+2hit,+1dam,+10hp",2,1,10,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Leggings",10,9131,9131,"on Agnar","--------------------#-",21,20000,"Mithril","(legs)","armor","8/8/8/7",0,"","+3hit,+2dam,+10hp",3,2,10,0,0,0,0,0,0,0,0,"",,""
"","dwarven cloak",10,9106,9131,"on Agnar","--------------------#-",26,15000,"Mithril","(neck)","armor","9/9/9/8",0,"","+2hit,+3dam,+10hp",2,3,10,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Bracer",10,9116,9131,"on Agnar","--------------------#-",21,15000,"Mithril","(wrist)","armor","8/8/8/7",0,"","+2hit,+2dam,+1str",2,2,0,0,0,0,1,0,0,0,0,"",,""
"","Dwarven Armguards",10,9115,9131,"on Agnar","--------------------#-",21,20000,"Mithril","(arms)","armor","8/8/8/7",0,"","+3hit,+4dam",3,4,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Gloves",10,9114,9131,"on Agnar","--------------------#-",21,15000,"Mithril","(hands)","armor","8/8/8/7",0,"","+2hit,+2dam",2,2,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Boots",10,9117,9131,"on Agnar","--------------------#-",21,20000,"Mithril","(feet)","armor","8/8/8/7",0,"","+1hit,+1dam,-10man,+25mov,-20arm",1,1,0,-10,25,-20,0,0,0,0,0,"",,""
"","Dwarven Club",10,9122,9134,"on Dorn","--------------------#-",20,100000,"Mithril","(wield)","weapon(pound)","6d10",0,"two-handed","+1hit,+2dam,+1str,-1dex",1,2,0,0,0,0,1,-1,0,0,0,"",,""
"","Dwarven Polearm",10,9121,9134,"on Dorn","--------------------#-",26,100000,"Mithril","(wield)","weapon(suction)","5d13",0,"two-handed","+4hit,+3dam",4,3,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Axe",10,9123,9134,"on Dorn","--------------------#-",50,100000,"unknown","(wield)","weapon(chop)","4d12",0,"two-handed","+1hit,+1dam,+10hp,-10arm",1,1,10,0,0,-10,0,0,0,0,0,"",,""
"","Dwarven Longsword",10,9134,9134,"on Dorn","--------------------#-",100,100000,"mithril","(wield)","weapon(cleave)","6d9",0,"two-handed","+3hit,+3dam,+10hp,-20man",3,3,10,-20,0,0,0,0,0,0,0,"",,""
"","dwarven beverage of massiveness",5,9138,9135,"on Xaq","--------------------#-",1,15000,"unknown","(take)","potion",20,0,"flesh armor,poison immunity,giant strength","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Explosives",10,9137,9135,"on Xaq","--------------------#-",1,22000,"unknown","(take)","scroll",20,0,"high explosive","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dwarven light banner",0,9139,9135,"on Xaq","--------------------#-",1,12000,"unknown","(hold)","light",0,999,"(limited)","+2hit,+2dam,+5hp",2,2,5,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Backpack",0,9135,9135,"on Xaq","--------------------#-",20,50000,"unknown","(body)","container",0,"200lbs, 20 max (50% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Dwarven Waterskin",0,9155,9135,"on Xaq","--------------------#-",10,1000,"unknown","(take)","drink container",0,150,"water","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Knuckles",90,9118,9137,"on Bardel the High Priest","-------g--------------",1,0,"Leather","(hold)","treasure",0,0,"","+10hit,+8dam,+50hp",10,8,50,0,0,0,0,0,0,0,0,"",,""
"","White Feather",90,9103,9137,"on Bardel the High Priest","----------------------",1,0,"Mithril","(ornament)","treasure",0,0,"","+6hit,+7dam,+30hp,-20arm",6,7,30,0,0,-20,0,0,0,0,0,"",,""
"","chest",10,9199,9138,"in room: Charity room","-------g-----P--------",201,7460,"unknown","(none)","container",9104,"100lbs, 500 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Brown Leather Belt",50,9125,9138,"inside {wCharity Chest in Charity room","----------------------",51,54,"Leather","(waist)","armor","18/18/18/17",0,"","+5hit,+4dam,+20hp",5,4,20,0,0,0,0,0,0,0,0,"",,""
"","Divine Amulet",50,9136,9140,"on Head Priest","----------------------",10,0,"Metal","(neck)","treasure",0,0,"","+5hit,+4dam,+20hp,+10man",5,4,20,10,0,0,0,0,0,0,0,"",,""
"","Divine Staff",60,9119,9140,"on Head Priest","-E--M-------b---------",61,3700,"Marble","(wield)","weapon(wrath)","7d10",0,"none","+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,"",,""
"","Red Pill",5,9113,9149,"on Jael","--------h-----------#-",1,10000,"unknown","(take)","pill",30,0,"haste","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Purple Pill",5,9112,9149,"on Jael","--------h-----------#-",1,10000,"unknown","(hold)","pill",30,0,"energy containment,poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Grey Pill",5,9129,9149,"on Jael","--------h-----------#-",1,10000,"unknown","(take)","pill",30,0,"stone skin","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Cyan pill",5,9109,9149,"on Jael","--------h-----------#-",1,10000,"unknown","(take)","pill",30,0,"refresh","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Blue Pill",5,9111,9149,"on Jael","--------h-----------#-",1,10000,"unknown","(hold)","pill",30,0,"poison immunity","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Yellow Pill",5,9149,9149,"on Jael","--------h-----------#-",1,10000,"unknown","(hold)","pill",30,0,"shield,curse","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Large Bag",0,9110,9149,"on Jael","--------h-----------#-",1,25000,"unknown","(take)","container",0,"50lbs, 50 max (95% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Orb",90,9162,9159,"on Cindram the Treasurer","------------------B---",51,54,"unknown","(float)","container",0,"200lbs, 100 max (50% bulk),"","+7hit,+7dam,+40hp,-15arm",7,7,40,0,0,-15,0,0,0,0,0,"",,""
"","Spear",90,9161,9159,"on Cindram the Treasurer","----------------------",91,5535,"unknown","(wield)","weapon(charge)","9d9",0,"manadrain","+8hit,+8dam,+50hp",8,8,50,0,0,0,0,0,0,0,0,"",,""
"","Belt Mithril",90,9159,9159,"on Cindram the Treasurer","--------h-------------",91,94,"unknown","(waist)","armor","33/33/33/32",0,"","+5hit,+4dam,+40hp",5,4,40,0,0,0,0,0,0,0,0,"",,""
"","Phoenix Shield",95,9175,9166,"on Vetregarr, the Champion Knight","----------------------",10,91,"mithril","(shield)","armor","34/34/34/33",0,"","+5hit,+6dam,+15hp,+2str",5,6,15,0,0,0,2,0,0,0,0,"",,""
"","Sword Fire",90,9173,9166,"on Vetregarr, the Champion Knight","----------------------",1,5360,"Mithril","(wield)","weapon(demonst)","8d11",0,"vorpal","+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,"",,""
"","Scroll Divine",50,9169,9169,"on the Seneschal","----------------------",1,0,"unknown","(hold)","scroll",50,0,"sanctuary,armor,shield,enhanced armor","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Ring",40,9168,9169,"on the Seneschal","-------g--------------",51,54,"unknown","(finger)","armor","18/18/18/17",0,"","+5hit,+4dam,+10hp",5,4,10,0,0,0,0,0,0,0,0,"",,""
"","Dagger magic",60,9107,9169,"on the Seneschal","----M--g--------------",1,2580,"unknown","(wield)","weapon(magic)","7d10",0,"manadrain","+6hit,+7dam",6,7,0,0,0,0,0,0,0,0,0,"",,""
"","bracer magic",40,9124,9169,"on the Seneschal","-------g--------------",10,56,"Mithril","(wrist)","armor","22/22/22/21",0,"","+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,"",,""
"","Morning Star",58,9176,9171,"on A royal cleric-priest","----------------------",51,2830,"unknown","(wield)","weapon(smash)","7d9",0,"poison","+4hit,+4dam",4,4,0,0,0,0,0,0,0,0,0,"",,""
"","robe",60,9170,9171,"on A royal cleric-priest","----------------------",61,56,"unknown","(torso)","armor","22/22/22/21",0,"","+4hit,+4dam,+20man",4,4,0,20,0,0,0,0,0,0,0,"",,""
"","Tome Kundarin",10,9171,9171,"on A royal cleric-priest","-------gh-------------",1,0,"unknown","(hold)","treasure",0,0,"","+20hp,+2int,+2wis,+3con",0,0,20,0,0,0,0,0,2,2,3,"",,""
"","Thunder Hammer",95,9166,9195,"on King Tarin StoneForge","-------g--------------",96,5085,"Mithril","(wield)","weapon(smash)","9d10",0,"shocking","+8hit,+8dam,+40hp",8,8,40,0,0,0,0,0,0,0,0,"",,""
"","thunder robe",95,9163,9195,"on King Tarin StoneForge","----------------------",96,91,"Mithril","(body)","armor","34/34/34/33",0,"","+6hit,+6dam,+20hp",6,6,20,0,0,0,0,0,0,0,0,"",,""
"","Ring",95,9158,9195,"on King Tarin StoneForge","----------------------",96,91,"Mithril","(finger)","armor","34/34/34/33",0,"","+5hit,+7dam,+20hp",5,7,20,0,0,0,0,0,0,0,0,"",,""
"","Sun Staff",20,9128,9198,"on Elthor Ironfist","-------g------------#-",1,50000,"Mithril","(hold)","staff",50,10,"lightning storm","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Sun Ring",10,9197,9198,"on Elthor Ironfist","-------g------------#-",27,100000,"Mithril","(finger)","armor","10/10/10/10",0,"","+3hit,+2dam,+10hp",3,2,10,0,0,0,0,0,0,0,0,"",,""
"","fluffy bed",1,9051,9051,"in room: Inside a secret brothel","----------------------",500,10000,"oak","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","painting",100,9059,9051,"in room: Inside a secret brothel","----M-----------------",1,0,"unknown","(none)","portal to guardpost",519,0,"519","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pill white recall unmarked",5,9053,9057,"on {D An Illithid{x","-------gh---------B-#-",1,3500,"powder","(take)","pill",10,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","agronisgay purple pill unmarked",5,9054,9057,"on {D An Illithid{x","-------gh---------B-#-",1,10500,"unknown","(take)","pill",40,0,"magic resistance","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pill dark black unmarked",5,9055,9057,"on {D An Illithid{x","-------gh---------B-#-",1,3500,"unknown","(take)","pill",60,0,"protection good","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pill green unmarked",5,9056,9057,"on {D An Illithid{x","-------gh---------B-#-",1,10000,"unknown","(take)","pill",40,0,"detect invis,fly","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","lightweight sack",0,9057,9058,"on A Felar","-----D-gh-------L-BU#-",50,600000,"cloth","(take)","container",0,"300lbs, 500 max (60% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","nutritious cookie magical",0,9058,9058,"on A Felar","----M--gh-----------#-",15,250,"unknown","(hold)","food",5,25,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
